Банк;Номер лицензии банка;Место в рейтинге;Дата отчёта;Наименование статей;Символы;Суммы в рублях от операций в рублях;Суммы в рублях от операций в ин. валюте и драг. металлах;Всего
ВТБ;1000;2;2016-01-01;Минфину  России;11101;0;0;0
ВТБ;1000;2;2016-01-01;Финансовым органам субъектов Российской Федерации и органов местного самоуправления;11102;12556748;16405;12573153
ВТБ;1000;2;2016-01-01;Государственным внебюджетным фондам Российской Федерации;11103;0;0;0
ВТБ;1000;2;2016-01-01;Внебюджетным фондам субъектов Российской Федерации и органов местного самоуправления;11104;0;0;0
ВТБ;1000;2;2016-01-01;Финансовым организациям, находящимся в федеральной собственности;11105;0;0;0
ВТБ;1000;2;2016-01-01;Коммерческим организациям, находящимся в федеральной собственности;11106;3307409;423289;3730698
ВТБ;1000;2;2016-01-01;Некоммерческим организациям, находящимся в федеральной собственности;11107;40343;0;40343
ВТБ;1000;2;2016-01-01;Финансовым организациям, находящимся в государственной (кроме федеральной) собственности;11108;298450;0;298450
ВТБ;1000;2;2016-01-01;Коммерческим организациям, находящимся в государственной (кроме федеральной) собственности;11109;861907;0;861907
ВТБ;1000;2;2016-01-01;Некоммерческим организациям, находящимся в государственной (кроме федеральной) собственности;11110;38347;0;38347
ВТБ;1000;2;2016-01-01;Негосударственным финансовым организациям;11111;28679613;323706;29003319
ВТБ;1000;2;2016-01-01;Негосударственным коммерческим организациям;11112;279486652;32075300;311561952
ВТБ;1000;2;2016-01-01;Негосударственным некоммерческим организациям;11113;287693;0;287693
ВТБ;1000;2;2016-01-01;Индивидуальным предпринимателям;11114;1179170;0;1179170
ВТБ;1000;2;2016-01-01;Гражданам (физическим лицам);11115;1403;566;1969
ВТБ;1000;2;2016-01-01;Юридическим лицам-нерезидентам;11116;5837666;47711085;53548751
ВТБ;1000;2;2016-01-01;Физическим лицам-нерезидентам;11117;0;1;1
ВТБ;1000;2;2016-01-01;Кредитным организациям;11118;19001688;5793089;24794777
ВТБ;1000;2;2016-01-01;Банкам-нерезидентам;11119;822923;9404590;10227513
ВТБ;1000;2;2016-01-01;Минфине России;11201;0;0;0
ВТБ;1000;2;2016-01-01;Финансовых органах субъектов Российской Федерации и органов местного самоуправления;11202;0;0;0
ВТБ;1000;2;2016-01-01;Государственных внебюджетных фондах Российской Федерации;11203;0;0;0
ВТБ;1000;2;2016-01-01;Внебюджетных фондах субъектов Российской Федерации и органов местного самоуправления;11204;0;0;0
ВТБ;1000;2;2016-01-01;Финансовых организациях, находящихся в федеральной собственности;11205;0;0;0
ВТБ;1000;2;2016-01-01;Коммерческих организациях, находящихся в федеральной собственности;11206;0;0;0
ВТБ;1000;2;2016-01-01;Некоммерческих организациях, находящихся в федеральной собственности;11207;0;0;0
ВТБ;1000;2;2016-01-01;Финансовых организациях, находящихся в государственной (кроме федеральной) собственности;11208;0;0;0
ВТБ;1000;2;2016-01-01;Коммерческих организациях, находящихся в государственной (кроме федеральной) собственности;11209;0;0;0
ВТБ;1000;2;2016-01-01;Некоммерческими организациях, находящихся в государственной (кроме федеральной) собственности;11210;0;0;0
ВТБ;1000;2;2016-01-01;Негосударственных финансовых организациях;11211;3835501;4808277;8643778
ВТБ;1000;2;2016-01-01;Негосударственных коммерческих организациях;11212;152169;0;152169
ВТБ;1000;2;2016-01-01;Негосударственных некоммерческих организациях;11213;0;0;0
ВТБ;1000;2;2016-01-01;Юридических лицах-нерезидентах;11214;0;5120073;5120073
ВТБ;1000;2;2016-01-01;Кредитных организациях;11215;1822532;212129;2034661
ВТБ;1000;2;2016-01-01;Банках-нерезидентах;11216;19363230;14462742;33825972
ВТБ;1000;2;2016-01-01;В Банке России;11217;0;0;0
ВТБ;1000;2;2016-01-01;В Банке России;11301;0;0;0
ВТБ;1000;2;2016-01-01;В кредитных организациях;11302;5943;581;6524
ВТБ;1000;2;2016-01-01;В банках-нерезидентах;11303;3604;2868217;2871821
ВТБ;1000;2;2016-01-01;В Банке России;11401;5260777;0;5260777
ВТБ;1000;2;2016-01-01;В кредитных организациях;11402;45859;182655;228514
ВТБ;1000;2;2016-01-01;В банках-нерезидентах;11403;0;8799575;8799575
ВТБ;1000;2;2016-01-01;Российской Федерации;11501;26508894;1380;26510274
